﻿Zeit von [CET/CEST];Zeit bis [CET/CEST];Gesamt (inklusive anderer Generationstypen) [MW];Wind [MW];Solar [MW]
03.06.2024 00:00:00;03.06.2024 01:00:00;6601,300;378,000;0,000
03.06.2024 01:00:00;03.06.2024 02:00:00;5697,300;355,000;0,000
03.06.2024 02:00:00;03.06.2024 03:00:00;5645,800;308,000;0,000
03.06.2024 03:00:00;03.06.2024 04:00:00;5597,600;272,000;0,000
03.06.2024 04:00:00;03.06.2024 05:00:00;5588,000;225,000;0,000
03.06.2024 05:00:00;03.06.2024 06:00:00;7099,400;186,000;118,000
03.06.2024 06:00:00;03.06.2024 07:00:00;7494,300;135,000;239,000
03.06.2024 07:00:00;03.06.2024 08:00:00;7563,500;90,000;510,000
03.06.2024 08:00:00;03.06.2024 09:00:00;7608,400;63,000;881,000
03.06.2024 09:00:00;03.06.2024 10:00:00;7513,400;45,000;1188,000
03.06.2024 10:00:00;03.06.2024 11:00:00;7144,900;38,000;1506,000
03.06.2024 11:00:00;03.06.2024 12:00:00;7120,800;33,000;1865,000
03.06.2024 12:00:00;03.06.2024 13:00:00;6074,700;36,000;2259,000
03.06.2024 13:00:00;03.06.2024 14:00:00;5846,400;34,000;2674,000
03.06.2024 14:00:00;03.06.2024 15:00:00;5772,000;39,000;2610,000
03.06.2024 15:00:00;03.06.2024 16:00:00;5862,400;53,000;2313,000
03.06.2024 16:00:00;03.06.2024 17:00:00;5956,600;66,000;1900,000
03.06.2024 17:00:00;03.06.2024 18:00:00;7168,600;111,000;1378,000
03.06.2024 18:00:00;03.06.2024 19:00:00;7632,400;172,000;796,000
03.06.2024 19:00:00;03.06.2024 20:00:00;7798,700;223,000;364,000
03.06.2024 20:00:00;03.06.2024 21:00:00;7788,800;316,000;158,000
03.06.2024 21:00:00;03.06.2024 22:00:00;7877,700;472,000;0,000
03.06.2024 22:00:00;03.06.2024 23:00:00;7808,100;642,000;0,000
03.06.2024 23:00:00;04.06.2024 00:00:00;7501,600;851,000;0,000
04.06.2024 00:00:00;04.06.2024 01:00:00;6785,300;1049,000;0,000
04.06.2024 01:00:00;04.06.2024 02:00:00;6151,600;1223,000;0,000
04.06.2024 02:00:00;04.06.2024 03:00:00;6181,000;1452,000;0,000
04.06.2024 03:00:00;04.06.2024 04:00:00;6230,100;1705,000;0,000
04.06.2024 04:00:00;04.06.2024 05:00:00;6248,100;1912,000;0,000
04.06.2024 05:00:00;04.06.2024 06:00:00;6691,200;2031,000;118,000
04.06.2024 06:00:00;04.06.2024 07:00:00;7400,800;1977,000;242,000
04.06.2024 07:00:00;04.06.2024 08:00:00;7437,300;1912,000;574,000
04.06.2024 08:00:00;04.06.2024 09:00:00;7477,000;1798,000;1122,000
04.06.2024 09:00:00;04.06.2024 10:00:00;7268,800;1725,000;1691,000
04.06.2024 10:00:00;04.06.2024 11:00:00;6195,000;1561,000;2314,000
04.06.2024 11:00:00;04.06.2024 12:00:00;6191,200;1327,000;2743,000
04.06.2024 12:00:00;04.06.2024 13:00:00;5985,600;1076,000;3238,000
04.06.2024 13:00:00;04.06.2024 14:00:00;5766,300;837,000;3579,000
04.06.2024 14:00:00;04.06.2024 15:00:00;5640,800;634,000;3457,000
04.06.2024 15:00:00;04.06.2024 16:00:00;5525,600;491,000;3090,000
04.06.2024 16:00:00;04.06.2024 17:00:00;5605,200;424,000;2552,000
04.06.2024 17:00:00;04.06.2024 18:00:00;5540,800;307,000;1810,000
04.06.2024 18:00:00;04.06.2024 19:00:00;6641,600;184,000;1007,000
04.06.2024 19:00:00;04.06.2024 20:00:00;6907,800;103,000;439,000
04.06.2024 20:00:00;04.06.2024 21:00:00;6883,400;69,000;179,000
04.06.2024 21:00:00;04.06.2024 22:00:00;6817,700;46,000;0,000
04.06.2024 22:00:00;04.06.2024 23:00:00;6320,500;43,000;0,000
04.06.2024 23:00:00;05.06.2024 00:00:00;5188,600;45,000;0,000
05.06.2024 00:00:00;05.06.2024 01:00:00;4639,900;53,000;0,000
05.06.2024 01:00:00;05.06.2024 02:00:00;4474,300;62,000;0,000
05.06.2024 02:00:00;05.06.2024 03:00:00;4472,800;64,000;0,000
05.06.2024 03:00:00;05.06.2024 04:00:00;4456,800;62,000;0,000
05.06.2024 04:00:00;05.06.2024 05:00:00;4666,300;58,000;0,000
05.06.2024 05:00:00;05.06.2024 06:00:00;4769,400;60,000;161,000
05.06.2024 06:00:00;05.06.2024 07:00:00;5654,500;64,000;402,000
05.06.2024 07:00:00;05.06.2024 08:00:00;6396,700;67,000;982,000
05.06.2024 08:00:00;05.06.2024 09:00:00;6228,700;64,000;1843,000
05.06.2024 09:00:00;05.06.2024 10:00:00;5390,400;56,000;2683,000
05.06.2024 10:00:00;05.06.2024 11:00:00;5542,400;52,000;3349,000
05.06.2024 11:00:00;05.06.2024 12:00:00;5606,100;57,000;3760,000
05.06.2024 12:00:00;05.06.2024 13:00:00;5661,300;64,000;4012,000
05.06.2024 13:00:00;05.06.2024 14:00:00;5659,500;65,000;4041,000
05.06.2024 14:00:00;05.06.2024 15:00:00;5596,700;60,000;3800,000
05.06.2024 15:00:00;05.06.2024 16:00:00;5542,800;61,000;3370,000
05.06.2024 16:00:00;05.06.2024 17:00:00;5648,300;68,000;2771,000
05.06.2024 17:00:00;05.06.2024 18:00:00;5740,000;82,000;1970,000
05.06.2024 18:00:00;05.06.2024 19:00:00;6681,500;119,000;1103,000
05.06.2024 19:00:00;05.06.2024 20:00:00;6828,200;211,000;475,000
05.06.2024 20:00:00;05.06.2024 21:00:00;7204,000;357,000;190,000
05.06.2024 21:00:00;05.06.2024 22:00:00;7217,200;462,000;1,000
05.06.2024 22:00:00;05.06.2024 23:00:00;7141,900;487,000;0,000
05.06.2024 23:00:00;06.06.2024 00:00:00;6922,000;479,000;0,000
06.06.2024 00:00:00;06.06.2024 01:00:00;5572,700;434,000;0,000
06.06.2024 01:00:00;06.06.2024 02:00:00;5387,100;388,000;0,000
06.06.2024 02:00:00;06.06.2024 03:00:00;5225,900;345,000;0,000
06.06.2024 03:00:00;06.06.2024 04:00:00;5237,400;329,000;0,000
06.06.2024 04:00:00;06.06.2024 05:00:00;5316,100;317,000;0,000
06.06.2024 05:00:00;06.06.2024 06:00:00;5963,100;331,000;130,000
06.06.2024 06:00:00;06.06.2024 07:00:00;6707,100;367,000;385,000
06.06.2024 07:00:00;06.06.2024 08:00:00;6953,100;323,000;1032,000
06.06.2024 08:00:00;06.06.2024 09:00:00;6021,200;165,000;1947,000
06.06.2024 09:00:00;06.06.2024 10:00:00;5594,300;84,000;2756,000
06.06.2024 10:00:00;06.06.2024 11:00:00;5428,600;47,000;3343,000
06.06.2024 11:00:00;06.06.2024 12:00:00;5526,300;29,000;3590,000
06.06.2024 12:00:00;06.06.2024 13:00:00;5539,600;35,000;3752,000
06.06.2024 13:00:00;06.06.2024 14:00:00;5498,900;48,000;3819,000
06.06.2024 14:00:00;06.06.2024 15:00:00;5441,100;72,000;3602,000
06.06.2024 15:00:00;06.06.2024 16:00:00;5346,100;116,000;3204,000
06.06.2024 16:00:00;06.06.2024 17:00:00;5343,000;160,000;2642,000
06.06.2024 17:00:00;06.06.2024 18:00:00;5567,100;185,000;1878,000
06.06.2024 18:00:00;06.06.2024 19:00:00;6537,000;179,000;1038,000
06.06.2024 19:00:00;06.06.2024 20:00:00;7374,100;206,000;451,000
06.06.2024 20:00:00;06.06.2024 21:00:00;7958,800;286,000;185,000
06.06.2024 21:00:00;06.06.2024 22:00:00;7936,700;332,000;1,000
06.06.2024 22:00:00;06.06.2024 23:00:00;7568,800;352,000;0,000
06.06.2024 23:00:00;07.06.2024 00:00:00;6794,400;347,000;0,000
07.06.2024 00:00:00;07.06.2024 01:00:00;6206,400;231,000;0,000
07.06.2024 01:00:00;07.06.2024 02:00:00;5709,000;158,000;0,000
07.06.2024 02:00:00;07.06.2024 03:00:00;5373,500;149,000;0,000
07.06.2024 03:00:00;07.06.2024 04:00:00;5416,000;221,000;0,000
07.06.2024 04:00:00;07.06.2024 05:00:00;5498,800;437,000;0,000
07.06.2024 05:00:00;07.06.2024 06:00:00;5743,700;480,000;129,000
07.06.2024 06:00:00;07.06.2024 07:00:00;7421,500;321,000;367,000
07.06.2024 07:00:00;07.06.2024 08:00:00;7813,000;243,000;955,000
07.06.2024 08:00:00;07.06.2024 09:00:00;6625,100;164,000;1714,000
07.06.2024 09:00:00;07.06.2024 10:00:00;5774,600;114,000;2398,000
07.06.2024 10:00:00;07.06.2024 11:00:00;5647,100;137,000;3069,000
07.06.2024 11:00:00;07.06.2024 12:00:00;5701,700;202,000;3528,000
07.06.2024 12:00:00;07.06.2024 13:00:00;5694,100;264,000;3760,000
07.06.2024 13:00:00;07.06.2024 14:00:00;5664,000;326,000;3826,000
07.06.2024 14:00:00;07.06.2024 15:00:00;5570,100;462,000;3587,000
07.06.2024 15:00:00;07.06.2024 16:00:00;5568,300;514,000;3185,000
07.06.2024 16:00:00;07.06.2024 17:00:00;5540,100;454,000;2592,000
07.06.2024 17:00:00;07.06.2024 18:00:00;5485,000;404,000;1812,000
07.06.2024 18:00:00;07.06.2024 19:00:00;6101,400;361,000;1011,000
07.06.2024 19:00:00;07.06.2024 20:00:00;7930,800;299,000;440,000
07.06.2024 20:00:00;07.06.2024 21:00:00;7515,200;195,000;185,000
07.06.2024 21:00:00;07.06.2024 22:00:00;7799,500;195,000;1,000
07.06.2024 22:00:00;07.06.2024 23:00:00;7695,100;269,000;0,000
07.06.2024 23:00:00;08.06.2024 00:00:00;6528,000;293,000;0,000
08.06.2024 00:00:00;08.06.2024 01:00:00;5991,800;235,000;0,000
08.06.2024 01:00:00;08.06.2024 02:00:00;5502,800;175,000;0,000
08.06.2024 02:00:00;08.06.2024 03:00:00;5478,800;147,000;0,000
08.06.2024 03:00:00;08.06.2024 04:00:00;5465,700;124,000;0,000
08.06.2024 04:00:00;08.06.2024 05:00:00;5440,900;112,000;0,000
08.06.2024 05:00:00;08.06.2024 06:00:00;5435,200;99,000;150,000
08.06.2024 06:00:00;08.06.2024 07:00:00;5498,000;61,000;493,000
08.06.2024 07:00:00;08.06.2024 08:00:00;5427,100;30,000;1369,000
08.06.2024 08:00:00;08.06.2024 09:00:00;5477,600;19,000;2581,000
08.06.2024 09:00:00;08.06.2024 10:00:00;5598,200;16,000;3730,000
08.06.2024 10:00:00;08.06.2024 11:00:00;5612,400;17,000;4585,000
08.06.2024 11:00:00;08.06.2024 12:00:00;5694,500;29,000;5012,000
08.06.2024 12:00:00;08.06.2024 13:00:00;5653,600;54,000;4799,000
08.06.2024 13:00:00;08.06.2024 14:00:00;5505,100;116,000;4088,000
08.06.2024 14:00:00;08.06.2024 15:00:00;5513,000;235,000;3666,000
08.06.2024 15:00:00;08.06.2024 16:00:00;5454,800;375,000;3291,000
08.06.2024 16:00:00;08.06.2024 17:00:00;5529,900;514,000;2691,000
08.06.2024 17:00:00;08.06.2024 18:00:00;5642,200;684,000;1888,000
08.06.2024 18:00:00;08.06.2024 19:00:00;5569,500;835,000;1059,000
08.06.2024 19:00:00;08.06.2024 20:00:00;5593,700;863,000;468,000
08.06.2024 20:00:00;08.06.2024 21:00:00;5619,000;979,000;198,000
08.06.2024 21:00:00;08.06.2024 22:00:00;5797,800;1056,000;1,000
08.06.2024 22:00:00;08.06.2024 23:00:00;5887,500;1021,000;0,000
08.06.2024 23:00:00;09.06.2024 00:00:00;5639,300;931,000;0,000
09.06.2024 00:00:00;09.06.2024 01:00:00;5672,500;979,000;0,000
09.06.2024 01:00:00;09.06.2024 02:00:00;5575,200;1038,000;0,000
09.06.2024 02:00:00;09.06.2024 03:00:00;5493,700;842,000;0,000
09.06.2024 03:00:00;09.06.2024 04:00:00;5309,000;751,000;0,000
09.06.2024 04:00:00;09.06.2024 05:00:00;5360,000;719,000;0,000
09.06.2024 05:00:00;09.06.2024 06:00:00;5208,200;732,000;151,000
09.06.2024 06:00:00;09.06.2024 07:00:00;5224,700;648,000;488,000
09.06.2024 07:00:00;09.06.2024 08:00:00;5293,800;496,000;1361,000
09.06.2024 08:00:00;09.06.2024 09:00:00;5379,500;405,000;2607,000
09.06.2024 09:00:00;09.06.2024 10:00:00;5457,400;422,000;3817,000
09.06.2024 10:00:00;09.06.2024 11:00:00;5383,800;341,000;4745,000
09.06.2024 11:00:00;09.06.2024 12:00:00;5394,800;195,000;4580,000
09.06.2024 12:00:00;09.06.2024 13:00:00;5279,100;101,000;4676,000
09.06.2024 13:00:00;09.06.2024 14:00:00;5232,000;84,000;3889,000
09.06.2024 14:00:00;09.06.2024 15:00:00;5189,400;112,000;3439,000
09.06.2024 15:00:00;09.06.2024 16:00:00;5105,000;149,000;3039,000
09.06.2024 16:00:00;09.06.2024 17:00:00;5061,300;203,000;2447,000
09.06.2024 17:00:00;09.06.2024 18:00:00;5117,500;244,000;1717,000
09.06.2024 18:00:00;09.06.2024 19:00:00;5209,000;285,000;977,000
09.06.2024 19:00:00;09.06.2024 20:00:00;6018,900;358,000;440,000
09.06.2024 20:00:00;09.06.2024 21:00:00;6400,300;533,000;195,000
09.06.2024 21:00:00;09.06.2024 22:00:00;6995,500;711,000;1,000
09.06.2024 22:00:00;09.06.2024 23:00:00;7225,900;623,000;0,000
09.06.2024 23:00:00;10.06.2024 00:00:00;6075,500;480,000;0,000
